Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
05/03/2026 18:31:14,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,16303,219
05/03/2026 18:31:14,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,13636,159
05/03/2026 18:31:14,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",22096,321
05/03/2026 18:31:14,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,136691,3488
05/03/2026 18:31:14,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19623,283
05/03/2026 18:31:14,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,41316,647
05/03/2026 18:31:14,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,97713,2238
05/03/2026 18:31:14,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",20990,304
05/03/2026 18:31:14,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,40220,473
05/03/2026 18:31:14,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,106829,2206
05/03/2026 18:31:14,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",88807,1737
05/03/2026 18:31:14,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,47973,801
05/03/2026 18:31:14,27/02/2026,GO!,29,CORTIS,37399,456
05/03/2026 18:31:14,27/02/2026,hello em có khỏe không,30,Dfoxie37,44915,720
05/03/2026 18:31:14,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,84382,1581
05/03/2026 18:31:14,27/02/2026,In Love,32,Low G,91189,1642
05/03/2026 18:31:14,27/02/2026,Người Đầu Tiên,33,Juky San,80767,1333
05/03/2026 18:31:14,27/02/2026,Panorama,34,Richie D. ICY,41147,676
05/03/2026 18:31:14,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,67745,1077
05/03/2026 18:31:14,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",101997,2054
05/03/2026 18:31:14,27/02/2026,EYES CLOSED,37,JISOO,15877,268
05/03/2026 18:31:14,27/02/2026,Không Thời Gian,38,Dương Domic,94201,1652
05/03/2026 18:31:14,27/02/2026,Không Buông,39,Hngle,165630,3312
05/03/2026 18:31:14,27/02/2026,The Fate of Ophelia,40,Taylor Swift,47446,811
05/03/2026 18:31:14,27/02/2026,Kho Báu,41,(S)TRONG,178161,5240
05/03/2026 18:31:14,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,113101,2717
05/03/2026 18:31:14,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,192160,4914
05/03/2026 18:31:14,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,121777,1689
05/03/2026 18:31:14,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,19993,9
05/03/2026 18:31:14,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,36265,496
05/03/2026 18:31:14,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,87193,1202
05/03/2026 18:31:14,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,246377,6161
05/03/2026 18:31:14,27/02/2026,Khi 22,49,Ricky Star,33790,513
05/03/2026 18:31:14,27/02/2026,Golden,50,HUNTR/X,53358,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
06/03/2026 17:26:00,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,89865,2231
06/03/2026 17:26:00,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,89865,0
06/03/2026 17:26:00,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,10774,293
06/03/2026 17:26:00,27/02/2026,Anh Tên Là,4,Anh Bằng,16365,273
06/03/2026 17:26:00,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,31072,546
06/03/2026 17:26:00,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,32066,656
06/03/2026 17:26:00,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,44857,1916
06/03/2026 17:26:00,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,7755,192
06/03/2026 17:26:00,27/02/2026,Ai Ngoài Anh,9,VSTRA,73399,1490
06/03/2026 17:26:00,27/02/2026,50 Năm Về Sau,10,F47,75225,2680
06/03/2026 17:26:00,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,14990,241
06/03/2026 17:26:00,27/02/2026,Dạo Này,12,Obito,40586,785
06/03/2026 17:26:00,27/02/2026,Gió Đưa Tình,13,Wren Evans,27740,474
06/03/2026 17:26:00,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",87181,1828
06/03/2026 17:26:00,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,26559,736
06/03/2026 17:26:00,27/02/2026,OVERDRIVE,16,TWS,9375,153
06/03/2026 17:26:00,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,9375,0
06/03/2026 17:26:00,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,13810,165
06/03/2026 17:26:00,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",22225,321
06/03/2026 17:26:00,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,137087,3490
06/03/2026 17:26:00,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19729,287
06/03/2026 17:26:00,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,41710,655
06/03/2026 17:26:00,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,98100,2243
06/03/2026 17:26:00,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21022,304
06/03/2026 17:26:00,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,40459,476
06/03/2026 17:26:00,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,107273,2218
06/03/2026 17:26:00,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",89061,1744
06/03/2026 17:26:00,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,48418,816
06/03/2026 17:26:00,27/02/2026,GO!,29,CORTIS,37580,457
06/03/2026 17:26:00,27/02/2026,hello em có khỏe không,30,Dfoxie37,45207,724
06/03/2026 17:26:00,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,84736,1590
06/03/2026 17:26:00,27/02/2026,In Love,32,Low G,91630,1654
06/03/2026 17:26:00,27/02/2026,Người Đầu Tiên,33,Juky San,81137,1333
06/03/2026 17:26:00,27/02/2026,Panorama,34,Richie D. ICY,41319,676
06/03/2026 17:26:00,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,68049,1080
06/03/2026 17:26:00,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",102290,2055
06/03/2026 17:26:00,27/02/2026,EYES CLOSED,37,JISOO,15895,269
06/03/2026 17:26:00,27/02/2026,Không Thời Gian,38,Dương Domic,94530,1656
06/03/2026 17:26:00,27/02/2026,Không Buông,39,Hngle,166629,3320
06/03/2026 17:26:00,27/02/2026,The Fate of Ophelia,40,Taylor Swift,47690,814
06/03/2026 17:26:00,27/02/2026,Kho Báu,41,(S)TRONG,178474,5248
06/03/2026 17:26:00,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,113426,2727
06/03/2026 17:26:00,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,192584,4923
06/03/2026 17:26:00,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,122155,1694
06/03/2026 17:26:00,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20080,9
06/03/2026 17:26:00,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,36413,497
06/03/2026 17:26:00,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,87464,1206
06/03/2026 17:26:00,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,246672,6168
06/03/2026 17:26:00,27/02/2026,Khi 22,49,Ricky Star,33872,513
06/03/2026 17:26:00,27/02/2026,Golden,50,HUNTR/X,53467,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
07/03/2026 17:12:01,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,90917,2264
07/03/2026 17:12:01,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,50570,955
07/03/2026 17:12:01,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,11245,301
07/03/2026 17:12:01,27/02/2026,Anh Tên Là,4,Anh Bằng,17199,293
07/03/2026 17:12:01,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,32546,568
07/03/2026 17:12:01,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,32467,666
07/03/2026 17:12:01,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,45149,1926
07/03/2026 17:12:01,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,8031,197
07/03/2026 17:12:01,27/02/2026,Ai Ngoài Anh,9,VSTRA,74133,1505
07/03/2026 17:12:01,27/02/2026,50 Năm Về Sau,10,F47,76472,2728
07/03/2026 17:12:01,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,15621,245
07/03/2026 17:12:01,27/02/2026,Dạo Này,12,Obito,40850,790
07/03/2026 17:12:01,27/02/2026,Gió Đưa Tình,13,Wren Evans,27963,476
07/03/2026 17:12:01,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",87598,1831
07/03/2026 17:12:01,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,26772,746
07/03/2026 17:12:01,27/02/2026,OVERDRIVE,16,TWS,9466,156
07/03/2026 17:12:01,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,16809,231
07/03/2026 17:12:01,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,13985,166
07/03/2026 17:12:01,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",22340,322
07/03/2026 17:12:01,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,137440,3502
07/03/2026 17:12:01,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19834,290
07/03/2026 17:12:01,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,42128,660
07/03/2026 17:12:01,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,98496,2251
07/03/2026 17:12:01,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21036,305
07/03/2026 17:12:01,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,40693,479
07/03/2026 17:12:01,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,107686,2228
07/03/2026 17:12:01,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",89330,1747
07/03/2026 17:12:01,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,48837,820
07/03/2026 17:12:01,27/02/2026,GO!,29,CORTIS,37770,462
07/03/2026 17:12:01,27/02/2026,hello em có khỏe không,30,Dfoxie37,45508,727
07/03/2026 17:12:01,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,85133,1600
07/03/2026 17:12:01,27/02/2026,In Love,32,Low G,92135,1667
07/03/2026 17:12:01,27/02/2026,Người Đầu Tiên,33,Juky San,81492,1333
07/03/2026 17:12:01,27/02/2026,Panorama,34,Richie D. ICY,41480,677
07/03/2026 17:12:01,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,68341,1083
07/03/2026 17:12:01,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",102552,2059
07/03/2026 17:12:01,27/02/2026,EYES CLOSED,37,JISOO,15900,270
07/03/2026 17:12:01,27/02/2026,Không Thời Gian,38,Dương Domic,94854,1664
07/03/2026 17:12:01,27/02/2026,Không Buông,39,Hngle,167704,3339
07/03/2026 17:12:01,27/02/2026,The Fate of Ophelia,40,Taylor Swift,47937,817
07/03/2026 17:12:01,27/02/2026,Kho Báu,41,(S)TRONG,178791,5257
07/03/2026 17:12:01,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,113728,2734
07/03/2026 17:12:01,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,192957,4943
07/03/2026 17:12:01,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,122500,1699
07/03/2026 17:12:01,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20172,321
07/03/2026 17:12:01,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,36563,498
07/03/2026 17:12:01,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,87752,1208
07/03/2026 17:12:01,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,246984,6179
07/03/2026 17:12:01,27/02/2026,Khi 22,49,Ricky Star,33941,517
07/03/2026 17:12:01,27/02/2026,Golden,50,HUNTR/X,53567,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
08/03/2026 17:14:18,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,91995,2288
08/03/2026 17:14:18,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,51345,973
08/03/2026 17:14:18,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,11719,316
08/03/2026 17:14:18,27/02/2026,Anh Tên Là,4,Anh Bằng,17938,307
08/03/2026 17:14:18,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,33857,586
08/03/2026 17:14:18,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,32844,671
08/03/2026 17:14:18,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,45446,1935
08/03/2026 17:14:18,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,8347,205
08/03/2026 17:14:18,27/02/2026,Ai Ngoài Anh,9,VSTRA,74841,1525
08/03/2026 17:14:18,27/02/2026,50 Năm Về Sau,10,F47,77727,2761
08/03/2026 17:14:18,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,16253,263
08/03/2026 17:14:18,27/02/2026,Dạo Này,12,Obito,41127,796
08/03/2026 17:14:18,27/02/2026,Gió Đưa Tình,13,Wren Evans,28151,481
08/03/2026 17:14:18,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",88013,1834
08/03/2026 17:14:18,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,26958,753
08/03/2026 17:14:18,27/02/2026,OVERDRIVE,16,TWS,9548,157
08/03/2026 17:14:18,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,17032,235
08/03/2026 17:14:18,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,14151,166
08/03/2026 17:14:18,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",22469,322
08/03/2026 17:14:18,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,137769,3510
08/03/2026 17:14:18,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",19943,291
08/03/2026 17:14:18,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,42571,667
08/03/2026 17:14:18,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,98850,2262
08/03/2026 17:14:18,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21076,305
08/03/2026 17:14:18,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,40912,483
08/03/2026 17:14:18,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,108127,2242
08/03/2026 17:14:18,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",89555,1753
08/03/2026 17:14:18,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,49280,828
08/03/2026 17:14:18,27/02/2026,GO!,29,CORTIS,37959,463
08/03/2026 17:14:18,27/02/2026,hello em có khỏe không,30,Dfoxie37,45797,729
08/03/2026 17:14:18,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,85474,1611
08/03/2026 17:14:18,27/02/2026,In Love,32,Low G,92618,1676
08/03/2026 17:14:18,27/02/2026,Người Đầu Tiên,33,Juky San,81841,1333
08/03/2026 17:14:18,27/02/2026,Panorama,34,Richie D. ICY,41607,677
08/03/2026 17:14:18,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,68627,1091
08/03/2026 17:14:18,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",102808,2065
08/03/2026 17:14:18,27/02/2026,EYES CLOSED,37,JISOO,15921,271
08/03/2026 17:14:18,27/02/2026,Không Thời Gian,38,Dương Domic,95142,1668
08/03/2026 17:14:18,27/02/2026,Không Buông,39,Hngle,168662,3365
08/03/2026 17:14:18,27/02/2026,The Fate of Ophelia,40,Taylor Swift,48176,822
08/03/2026 17:14:18,27/02/2026,Kho Báu,41,(S)TRONG,179084,5268
08/03/2026 17:14:18,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,113995,2742
08/03/2026 17:14:18,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,193404,4953
08/03/2026 17:14:18,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,122864,1706
08/03/2026 17:14:18,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20255,321
08/03/2026 17:14:18,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,36725,500
08/03/2026 17:14:18,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,88027,1209
08/03/2026 17:14:18,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,247289,6187
08/03/2026 17:14:18,27/02/2026,Khi 22,49,Ricky Star,34010,519
08/03/2026 17:14:18,27/02/2026,Golden,50,HUNTR/X,53680,174
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
09/03/2026 17:39:08,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,93049,2309
09/03/2026 17:39:08,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,52058,992
09/03/2026 17:39:08,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,12116,327
09/03/2026 17:39:08,27/02/2026,Anh Tên Là,4,Anh Bằng,18585,326
09/03/2026 17:39:08,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,35184,614
09/03/2026 17:39:08,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,33160,676
09/03/2026 17:39:08,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,45728,1947
09/03/2026 17:39:08,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,8614,211
09/03/2026 17:39:08,27/02/2026,Ai Ngoài Anh,9,VSTRA,75419,1544
09/03/2026 17:39:08,27/02/2026,50 Năm Về Sau,10,F47,79014,2801
09/03/2026 17:39:08,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,16879,268
09/03/2026 17:39:08,27/02/2026,Dạo Này,12,Obito,41402,798
09/03/2026 17:39:08,27/02/2026,Gió Đưa Tình,13,Wren Evans,28325,484
09/03/2026 17:39:08,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",88372,1845
09/03/2026 17:39:08,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,27137,758
09/03/2026 17:39:08,27/02/2026,OVERDRIVE,16,TWS,9636,8
09/03/2026 17:39:08,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,17281,237
09/03/2026 17:39:08,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,14333,167
09/03/2026 17:39:08,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",22586,325
09/03/2026 17:39:08,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,138057,3518
09/03/2026 17:39:08,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",20034,293
09/03/2026 17:39:08,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,42958,678
09/03/2026 17:39:08,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,99187,2272
09/03/2026 17:39:08,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21091,305
09/03/2026 17:39:08,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,41141,489
09/03/2026 17:39:08,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,108530,2257
09/03/2026 17:39:08,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",89776,1756
09/03/2026 17:39:08,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,49676,841
09/03/2026 17:39:08,27/02/2026,GO!,29,CORTIS,38138,468
09/03/2026 17:39:08,27/02/2026,hello em có khỏe không,30,Dfoxie37,46086,730
09/03/2026 17:39:08,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,85827,1620
09/03/2026 17:39:08,27/02/2026,In Love,32,Low G,93078,1689
09/03/2026 17:39:08,27/02/2026,Người Đầu Tiên,33,Juky San,82185,1334
09/03/2026 17:39:08,27/02/2026,Panorama,34,Richie D. ICY,41758,677
09/03/2026 17:39:08,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,68934,1095
09/03/2026 17:39:08,27/02/2026,NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,36,"ANH TRAI ""SAY HI""",103048,2066
09/03/2026 17:39:08,27/02/2026,EYES CLOSED,37,JISOO,15936,272
09/03/2026 17:39:08,27/02/2026,Không Thời Gian,38,Dương Domic,95473,1668
09/03/2026 17:39:08,27/02/2026,Không Buông,39,Hngle,169563,3404
09/03/2026 17:39:08,27/02/2026,The Fate of Ophelia,40,Taylor Swift,48387,823
09/03/2026 17:39:08,27/02/2026,Kho Báu,41,(S)TRONG,179349,5271
09/03/2026 17:39:08,27/02/2026,Nắng Dưới Chân Mây (Hchun Remix),42,Nguyễn Hữu Kha,114302,2748
09/03/2026 17:39:08,27/02/2026,Anh Đã Không Biết Cách Yêu Em,43,Quang Đăng Trần,193793,4967
09/03/2026 17:39:08,27/02/2026,Ngày Này Năm Ấy,44,Việt Anh,123220,1711
09/03/2026 17:39:08,27/02/2026,Chỉ cần bên anh (Will you marry me?),45,ERIK,20302,323
09/03/2026 17:39:08,27/02/2026,Tặng em đoá hoa hồng,46,Dacol,36858,505
09/03/2026 17:39:08,27/02/2026,Ngàn Năm Ánh Sáng,47,Đặng Vĩnh Thịnh,88264,1210
09/03/2026 17:39:08,27/02/2026,Phép Màu (From Đàn Cá Gỗ Original Soundtrack),48,MAYDAYs,247532,6190
09/03/2026 17:39:08,27/02/2026,Khi 22,49,Ricky Star,34083,524
09/03/2026 17:39:08,27/02/2026,Golden,50,HUNTR/X,53779,175
Time,Date Updated,Song name,Song rank,Artist,Hearts (Real),Shares (Real)
10/03/2026 17:37:37,27/02/2026,Hôn Lễ Của Em,1,Trọng Nhân,94071,2345
10/03/2026 17:37:37,27/02/2026,Tấm Lòng Cửu Long,2,Ricky Star,52803,1005
10/03/2026 17:37:37,27/02/2026,Đứa Trẻ Mùa Đông Chí,3,Jack - J97,12555,341
10/03/2026 17:37:37,27/02/2026,Anh Tên Là,4,Anh Bằng,19326,345
10/03/2026 17:37:37,27/02/2026,Dạo Bước Hongkong 1999 / 漫步香港1999,5,Bố Lỗ Tích,36443,637
10/03/2026 17:37:37,27/02/2026,Trộm Vía,6,Vũ Thùy Linh,33517,683
10/03/2026 17:37:37,27/02/2026,Vạn Sự Như Ý,7,Trúc Nhân,45990,1957
10/03/2026 17:37:37,27/02/2026,Lò Vi Sóng,8,Quang Hùng MasterD,8910,216
10/03/2026 17:37:37,27/02/2026,Ai Ngoài Anh,9,VSTRA,76060,1559
10/03/2026 17:37:37,27/02/2026,50 Năm Về Sau,10,F47,80339,2831
10/03/2026 17:37:37,27/02/2026,Thanh Tân,11,VƯƠNG BÌNH,17636,274
10/03/2026 17:37:37,27/02/2026,Dạo Này,12,Obito,41706,806
10/03/2026 17:37:37,27/02/2026,Gió Đưa Tình,13,Wren Evans,28543,487
10/03/2026 17:37:37,27/02/2026,CHỜ ANH VỀ,14,"ANH TRAI ""SAY HI""",88762,1859
10/03/2026 17:37:37,27/02/2026,Hôn Vào Đây Đi,15,VSTRA,27321,760
10/03/2026 17:37:37,27/02/2026,OVERDRIVE,16,TWS,9739,162
10/03/2026 17:37:37,27/02/2026,Thiệp Hồng Sai Tên (Tino Remix),17,Thiên Tài,17550,240
10/03/2026 17:37:37,27/02/2026,Nhường Lại Nỗi Đau (Air Remix),18,Ngân Ngân,14554,167
10/03/2026 17:37:37,27/02/2026,AI YÊU ANH NHẤT,19,"ANH TRAI ""SAY HI""",22739,326
10/03/2026 17:37:37,27/02/2026,chẳng phải tình đầu sao đau đến thế,20,MIN,138402,3526
10/03/2026 17:37:37,27/02/2026,NGẤT NGÂY CON GÀ TÂY,21,"ANH TRAI ""SAY HI""",20149,296
10/03/2026 17:37:37,27/02/2026,Hẹn Lần Sau,22,MAYDAYs,43364,682
10/03/2026 17:37:37,27/02/2026,Hẹn Hò Nhưng Không Yêu (Thazh x Đông Remix),23,Wendy Thảo,99547,2280
10/03/2026 17:37:37,27/02/2026,BÍ MẬT NHỎ,24,"ANH TRAI ""SAY HI""",21113,305
10/03/2026 17:37:37,27/02/2026,Lệ Ngang Trời (Ducth x Việt Còi Remix),25,A Tuân,41388,493
10/03/2026 17:37:37,27/02/2026,Thiệp Hồng Sai Tên,26,Nguyễn Thành Đạt,108981,2265
10/03/2026 17:37:37,27/02/2026,SỚM MUỘN THÌ,27,"ANH TRAI ""SAY HI""",90030,1765
10/03/2026 17:37:37,27/02/2026,Chất Gây Hại,28,Quang Hùng MasterD,50110,859
10/03/2026 17:37:37,27/02/2026,GO!,29,CORTIS,38329,477
10/03/2026 17:37:37,27/02/2026,hello em có khỏe không,30,Dfoxie37,46383,732
10/03/2026 17:37:37,27/02/2026,Em Thua Cô Ta (ACV Remix #2),31,Huyền Tranng,86203,1628
10/03/2026 17:37:37,27/02/2026,In Love,32,Low G,93534,1698
10/03/2026 17:37:37,27/02/2026,Người Đầu Tiên,33,Juky San,82559,1337
10/03/2026 17:37:37,27/02/2026,Panorama,34,Richie D. ICY,41914,680
10/03/2026 17:37:37,27/02/2026,Em Thua Cô Ta (#1),35,Thiên Đình,69252,1102
